ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.61;302;397;278334;11:27:58.793699
0.54;306;400;281566;11:28:02.024659
0.54;306;399;281598;11:28:02.056743
0.54;306;400;281631;11:28:02.089931
0.55;305;400;281665;11:28:02.123759
0.54;306;400;281700;11:28:02.158607
0.53;306;400;281735;11:28:02.193824
0.55;305;400;281776;11:28:02.235593
0.57;305;400;281804;11:28:02.262548
0.57;305;400;281838;11:28:02.297573
0.54;306;399;281871;11:28:02.329556
0.52;308;401;281903;11:28:02.361568
0.54;307;401;281938;11:28:02.396990
0.49;309;402;281978;11:28:02.436991
0.48;309;402;282014;11:28:02.473051
0.52;308;402;282050;11:28:02.508967
0.5;308;402;282079;11:28:02.538564
0.51;308;402;282120;11:28:02.578805
0.49;308;402;282152;11:28:02.610756
0.49;308;401;282183;11:28:02.641783
0.48;309;402;282217;11:28:02.675807
0.48;309;403;282254;11:28:02.713859
0.47;309;403;282283;11:28:02.741715
0.48;309;402;282322;11:28:02.780743
0.48;309;403;282349;11:28:02.807782
