ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;306;400;433755;11:30:34.217277
0.56;303;398;436758;11:30:37.220902
0.58;301;397;436800;11:30:37.262657
0.56;302;397;436848;11:30:37.309706
0.58;301;397;436883;11:30:37.344546
0.58;301;397;436923;11:30:37.385031
0.56;302;397;436957;11:30:37.418938
0.57;302;397;436989;11:30:37.451442
0.58;302;397;437024;11:30:37.485856
0.58;302;397;437057;11:30:37.518823
0.59;301;396;437090;11:30:37.552688
0.59;301;396;437131;11:30:37.592819
