ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;307;400;134094;11:25:34.549178
0.52;310;401;137101;11:25:37.556799
0.55;309;401;137155;11:25:37.610093
0.54;309;402;137233;11:25:37.688383
0.53;309;401;137296;11:25:37.751820
0.53;309;401;137372;11:25:37.827551
0.57;307;399;137424;11:25:37.879410
0.59;306;399;137473;11:25:37.928265
0.59;306;399;137509;11:25:37.965270
0.59;306;399;137549;11:25:38.004173
0.59;306;399;137586;11:25:38.041290
0.58;306;399;137627;11:25:38.082202
0.58;306;398;137660;11:25:38.115521
0.59;306;399;137708;11:25:38.163214
0.59;306;399;137758;11:25:38.213288
0.58;306;399;137813;11:25:38.268571
0.58;306;399;137870;11:25:38.324950
0.5;312;404;137928;11:25:38.383321
0.48;313;405;138015;11:25:38.469942
0.49;313;405;138108;11:25:38.564241
0.49;313;405;138163;11:25:38.618206
0.49;313;406;138214;11:25:38.669942
0.46;314;406;138264;11:25:38.719552
0.46;314;406;138317;11:25:38.772509
0.49;313;406;138369;11:25:38.824633
