ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;299;395;515704;11:31:56.168366
0.54;302;397;517865;11:31:58.328538
0.56;302;397;517899;11:31:58.362016
0.53;302;397;517932;11:31:58.396168
0.57;300;395;517970;11:31:58.433167
0.59;300;395;518004;11:31:58.467467
0.58;300;395;518039;11:31:58.503146
0.58;300;395;518070;11:31:58.533655
0.58;300;396;518104;11:31:58.567449
0.58;300;395;518138;11:31:58.602366
0.6;299;395;518173;11:31:58.637173
0.59;299;395;518208;11:31:58.671645
0.59;299;395;518243;11:31:58.706746
0.58;299;395;518277;11:31:58.740553
