ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;394;403019;11:30:03.480519
0.54;302;397;405060;11:30:05.521499
0.55;302;396;405108;11:30:05.569967
0.55;302;396;405139;11:30:05.600651
0.55;301;396;405190;11:30:05.651685
0.56;301;396;405232;11:30:05.693813
0.54;302;396;405273;11:30:05.734743
0.55;302;396;405308;11:30:05.769822
0.53;302;396;405343;11:30:05.804527
0.53;302;396;405375;11:30:05.836714
0.48;305;399;405407;11:30:05.868558
0.51;305;399;405443;11:30:05.904559
0.49;305;399;405474;11:30:05.935447
0.49;305;399;405508;11:30:05.969418
