ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;313;405;145327;11:25:45.782940
0.54;309;402;147653;11:25:48.108829
0.53;310;402;147699;11:25:48.154527
0.54;309;402;147742;11:25:48.197559
0.54;309;402;147789;11:25:48.244485
0.53;310;402;147829;11:25:48.284811
0.54;309;402;147866;11:25:48.322025
0.54;310;402;147918;11:25:48.373119
0.59;307;400;147981;11:25:48.437404
0.59;307;400;148041;11:25:48.496598
0.59;307;401;148097;11:25:48.552719
0.59;307;400;148151;11:25:48.606914
0.59;307;401;148206;11:25:48.662235
0.47;314;405;148267;11:25:48.722760
0.5;313;405;148340;11:25:48.796085
0.49;313;406;148414;11:25:48.869706
0.49;314;407;148546;11:25:49.002443
0.47;314;407;148594;11:25:49.049755
0.48;314;407;148656;11:25:49.112049
0.49;313;406;148716;11:25:49.171281
0.55;308;401;148768;11:25:49.223870
0.49;313;405;148816;11:25:49.270958
0.44;314;406;148864;11:25:49.320140
