ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;395;508058;11:31:48.521303
0.55;302;397;511326;11:31:51.789138
0.55;302;397;511386;11:31:51.849400
0.57;302;397;511456;11:31:51.919250
0.56;302;397;511521;11:31:51.984710
0.57;302;397;511572;11:31:52.034750
0.56;302;397;511625;11:31:52.087944
0.56;302;397;511667;11:31:52.130570
0.55;302;397;511700;11:31:52.162729
0.57;301;396;511736;11:31:52.199610
0.58;300;396;511769;11:31:52.231548
0.51;305;399;511803;11:31:52.265876
0.51;305;400;511855;11:31:52.318310
