ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;300;394;581228;11:33:01.692915
0.53;299;394;583771;11:33:04.236382
0.53;299;394;583803;11:33:04.267919
0.55;298;394;583836;11:33:04.300782
0.55;298;394;583870;11:33:04.335190
0.55;298;394;583904;11:33:04.368285
0.55;298;394;583938;11:33:04.402543
0.55;299;394;583968;11:33:04.433153
0.54;299;394;584004;11:33:04.468268
0.54;299;394;584037;11:33:04.502330
0.54;299;394;584072;11:33:04.536179
0.55;299;394;584107;11:33:04.571617
0.57;298;394;584139;11:33:04.603645
0.59;296;392;584172;11:33:04.636594
0.59;296;392;584205;11:33:04.670247
0.59;296;391;584243;11:33:04.708633
0.59;296;392;584285;11:33:04.749708
0.58;296;391;584320;11:33:04.784706
0.59;296;392;584355;11:33:04.819744
0.58;296;391;584388;11:33:04.852480
0.58;296;391;584420;11:33:04.885394
0.58;296;391;584453;11:33:04.917349
0.58;296;391;584489;11:33:04.953266
0.59;296;391;584526;11:33:04.990570
0.56;298;393;584565;11:33:05.029762
0.56;298;393;584594;11:33:05.058204
0.55;298;393;584628;11:33:05.092594
0.56;298;393;584693;11:33:05.157410
0.59;296;392;584734;11:33:05.198699
0.59;296;391;584771;11:33:05.235843
0.59;296;391;584812;11:33:05.277279
