ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;305;400;539268;11:32:19.731662
0.56;301;396;541993;11:32:22.456631
0.57;301;396;542034;11:32:22.497853
0.57;301;397;542070;11:32:22.533961
0.55;301;397;542107;11:32:22.571903
0.55;301;397;542144;11:32:22.607841
0.53;302;397;542181;11:32:22.644892
0.57;301;397;542208;11:32:22.671850
0.55;301;397;542242;11:32:22.705801
0.55;301;397;542275;11:32:22.738990
0.55;301;397;542319;11:32:22.782699
0.59;298;394;542357;11:32:22.820932
0.6;298;394;542389;11:32:22.853180
0.58;298;394;542424;11:32:22.887699
0.6;298;394;542459;11:32:22.923234
0.6;298;394;542496;11:32:22.959431
0.6;298;394;542524;11:32:22.987983
0.6;298;394;542567;11:32:23.031029
0.58;299;394;542605;11:32:23.068492
0.6;298;394;542640;11:32:23.104569
0.58;299;394;542667;11:32:23.131034
0.6;298;395;542707;11:32:23.171519
0.58;299;394;542741;11:32:23.205601
0.58;299;395;542772;11:32:23.235824
0.56;301;397;542809;11:32:23.272955
0.56;301;396;542837;11:32:23.300818
