ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;306;399;355890;11:29:16.350529
0.54;305;398;359195;11:29:19.655779
0.54;305;398;359230;11:29:19.690425
0.55;304;398;359268;11:29:19.729469
0.54;304;398;359309;11:29:19.769338
0.55;304;398;359344;11:29:19.805438
0.54;304;398;359381;11:29:19.841956
0.55;304;398;359415;11:29:19.875458
0.55;304;398;359448;11:29:19.908828
0.54;304;398;359488;11:29:19.948411
0.55;303;397;359521;11:29:19.981925
0.57;302;396;359559;11:29:20.019650
0.59;301;396;359596;11:29:20.056728
0.58;302;396;359628;11:29:20.089747
0.59;301;396;359662;11:29:20.122755
0.59;301;396;359696;11:29:20.156939
0.59;301;396;359729;11:29:20.189938
0.57;302;396;359764;11:29:20.225594
0.59;301;396;359800;11:29:20.260481
0.58;302;396;359831;11:29:20.292268
