ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;302;396;336378;11:28:56.837928
0.54;304;398;338358;11:28:58.818621
0.54;304;398;338401;11:28:58.861238
0.55;304;398;338451;11:28:58.912029
0.54;304;398;338507;11:28:58.967026
0.54;304;398;338556;11:28:59.017032
0.54;304;398;338607;11:28:59.066911
0.58;302;396;338644;11:28:59.104323
0.59;301;396;338677;11:28:59.137047
0.59;301;395;338714;11:28:59.174299
0.59;301;396;338749;11:28:59.209326
0.59;301;395;338783;11:28:59.243929
