ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;311;403;123003;11:25:23.458113
0.52;311;403;126156;11:25:26.611542
0.55;310;402;126210;11:25:26.665908
0.54;310;403;126278;11:25:26.733747
0.54;310;403;126328;11:25:26.783249
0.52;310;402;126401;11:25:26.855855
0.53;311;404;126490;11:25:26.944605
0.48;313;405;126554;11:25:27.008454
0.48;313;405;126615;11:25:27.069920
0.49;313;405;126668;11:25:27.122788
0.49;313;405;126732;11:25:27.187278
0.54;310;403;126795;11:25:27.250570
