ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;303;398;440858;11:30:41.320932
0.53;304;398;443027;11:30:43.488956
0.55;304;398;443055;11:30:43.517431
0.55;304;399;443089;11:30:43.551110
0.54;304;398;443125;11:30:43.587183
0.54;304;399;443156;11:30:43.618924
0.54;304;399;443189;11:30:43.650999
0.54;304;398;443224;11:30:43.686211
0.55;303;398;443257;11:30:43.719033
0.55;303;398;443290;11:30:43.752212
0.59;301;396;443322;11:30:43.784126
0.58;301;396;443357;11:30:43.818940
0.58;301;396;443394;11:30:43.856302
0.55;302;396;443422;11:30:43.883812
0.58;301;396;443457;11:30:43.918887
0.56;303;398;443498;11:30:43.959972
0.5;306;401;443523;11:30:43.985988
0.49;307;401;443559;11:30:44.021558
