ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;300;395;592061;11:33:12.525688
0.56;300;395;594889;11:33:15.353331
0.55;300;395;594927;11:33:15.392338
0.57;299;395;594961;11:33:15.425368
0.54;300;395;594997;11:33:15.462002
0.55;300;395;595035;11:33:15.499905
0.54;300;395;595073;11:33:15.537638
0.57;299;395;595111;11:33:15.576524
0.55;300;395;595142;11:33:15.607520
0.55;299;395;595186;11:33:15.650599
0.58;298;394;595222;11:33:15.686627
0.57;298;393;595255;11:33:15.720252
0.58;298;393;595293;11:33:15.758506
0.58;298;393;595328;11:33:15.792414
0.58;298;393;595362;11:33:15.826436
0.57;298;393;595396;11:33:15.860520
0.58;298;393;595433;11:33:15.897652
0.57;298;393;595468;11:33:15.932804
0.58;298;393;595504;11:33:15.968551
0.58;298;393;595541;11:33:16.006031
0.58;298;393;595581;11:33:16.045758
0.55;298;393;595614;11:33:16.078476
0.58;298;393;595652;11:33:16.116167
0.58;298;393;595689;11:33:16.153566
0.58;298;393;595721;11:33:16.185945
0.58;298;393;595755;11:33:16.219031
0.58;297;393;595788;11:33:16.252456
0.6;296;392;595824;11:33:16.288536
0.58;297;392;595861;11:33:16.326797
0.6;296;392;595899;11:33:16.363808
