ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;303;396;100492;11:25:00.947345
0.57;307;399;103524;11:25:03.979357
0.55;307;398;103565;11:25:04.019578
0.54;307;398;103609;11:25:04.063360
0.54;307;398;103648;11:25:04.102519
0.57;306;398;103687;11:25:04.142269
0.54;308;400;103726;11:25:04.181410
0.53;308;400;103768;11:25:04.222301
0.53;308;399;103807;11:25:04.261569
0.53;308;400;103844;11:25:04.298464
0.58;306;398;103878;11:25:04.332951
0.58;306;398;103928;11:25:04.382551
0.58;306;398;103972;11:25:04.426240
0.58;306;398;104011;11:25:04.465720
0.58;306;398;104051;11:25:04.505985
0.58;306;398;104091;11:25:04.546364
0.58;306;398;104139;11:25:04.593431
0.57;306;397;104184;11:25:04.638484
0.6;305;397;104221;11:25:04.675305
0.58;305;397;104258;11:25:04.712796
0.61;304;396;104318;11:25:04.772492
0.58;305;396;104353;11:25:04.807397
0.6;304;396;104386;11:25:04.840229
0.55;306;397;104431;11:25:04.885839
0.58;305;397;104475;11:25:04.929504
0.53;310;401;104525;11:25:04.979393
0.45;312;403;104560;11:25:05.014525
0.48;311;403;104591;11:25:05.045416
0.48;312;403;104625;11:25:05.080262
0.49;311;403;104667;11:25:05.121298
0.46;312;403;104696;11:25:05.150529
0.48;312;403;104729;11:25:05.183217
0.48;312;404;104760;11:25:05.214138
0.48;312;404;104794;11:25:05.249092
0.48;312;403;104832;11:25:05.287371
