ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;305;400;511905;11:31:52.368466
0.56;301;397;515142;11:31:55.605694
0.54;302;397;515190;11:31:55.653474
0.53;302;397;515235;11:31:55.698556
0.55;301;396;515279;11:31:55.742453
0.57;300;396;515317;11:31:55.780398
0.55;300;396;515352;11:31:55.815303
0.56;300;396;515384;11:31:55.847981
0.57;300;396;515417;11:31:55.880241
0.57;300;396;515451;11:31:55.914285
0.58;300;396;515493;11:31:55.956342
0.59;299;395;515525;11:31:55.988684
0.58;299;394;515560;11:31:56.023468
0.59;299;395;515591;11:31:56.055223
0.6;299;395;515624;11:31:56.087162
0.59;299;395;515660;11:31:56.123640
