ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.61;301;396;345563;11:29:06.022913
0.56;304;398;347926;11:29:08.386501
0.55;304;398;347959;11:29:08.419550
0.55;304;398;347992;11:29:08.452101
0.55;304;398;348027;11:29:08.488186
0.54;304;398;348059;11:29:08.519100
0.55;304;398;348095;11:29:08.555623
0.54;304;397;348130;11:29:08.590138
0.54;304;397;348163;11:29:08.623124
0.54;304;397;348202;11:29:08.662660
0.53;304;397;348234;11:29:08.694371
0.55;303;397;348264;11:29:08.724140
0.57;302;395;348307;11:29:08.768020
0.57;302;396;348346;11:29:08.806647
0.57;302;396;348384;11:29:08.844323
0.58;302;396;348421;11:29:08.882277
0.57;302;396;348447;11:29:08.907791
0.57;302;396;348481;11:29:08.941317
0.56;302;396;348524;11:29:08.984402
0.57;302;396;348551;11:29:09.012382
0.58;302;396;348592;11:29:09.053202
0.59;302;396;348628;11:29:09.088158
