ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;307;400;212940;11:26:53.397201
0.53;308;401;215897;11:26:56.354462
0.54;308;401;215930;11:26:56.386871
0.54;308;401;215964;11:26:56.422031
0.54;308;401;216005;11:26:56.462157
0.54;308;401;216047;11:26:56.503965
0.54;308;401;216075;11:26:56.532890
0.54;308;401;216108;11:26:56.565136
0.57;306;399;216142;11:26:56.599827
0.59;305;399;216177;11:26:56.634451
0.59;305;399;216214;11:26:56.670992
0.58;305;399;216245;11:26:56.702892
0.59;305;399;216280;11:26:56.737015
0.58;305;398;216312;11:26:56.769325
0.58;305;398;216344;11:26:56.801974
0.59;305;398;216380;11:26:56.837116
0.59;305;398;216416;11:26:56.873901
0.59;305;398;216445;11:26:56.901957
0.59;305;399;216481;11:26:56.938877
0.54;308;401;216518;11:26:56.974837
0.55;308;401;216553;11:26:57.010007
