ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;307;401;259531;11:27:39.989228
0.56;305;399;262779;11:27:43.237280
0.56;305;399;262807;11:27:43.266277
0.56;305;399;262843;11:27:43.301291
0.54;305;399;262877;11:27:43.335632
0.57;304;399;262912;11:27:43.371157
0.54;305;399;262948;11:27:43.406027
0.56;306;400;262980;11:27:43.438446
0.54;306;399;263017;11:27:43.475359
0.55;306;400;263049;11:27:43.507233
0.54;306;400;263083;11:27:43.542079
0.55;305;399;263115;11:27:43.574031
0.58;303;397;263149;11:27:43.607592
0.57;303;397;263182;11:27:43.640489
0.58;303;397;263221;11:27:43.679329
0.59;303;397;263254;11:27:43.712414
0.58;303;397;263287;11:27:43.745414
0.58;303;397;263320;11:27:43.779214
0.59;303;397;263356;11:27:43.814463
0.49;309;403;263389;11:27:43.847337
0.47;310;404;263432;11:27:43.890513
0.47;310;403;263489;11:27:43.947544
0.49;310;404;263536;11:27:43.994540
0.49;310;404;263571;11:27:44.029290
0.47;310;403;263605;11:27:44.063357
