ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;303;397;399304;11:29:59.765513
0.54;303;397;402456;11:30:02.918474
0.54;303;397;402519;11:30:02.980107
0.55;303;397;402554;11:30:03.015281
0.54;303;397;402586;11:30:03.047183
0.57;302;397;402622;11:30:03.083462
0.56;302;397;402682;11:30:03.143347
0.55;302;397;402719;11:30:03.180502
0.57;301;395;402758;11:30:03.219218
0.58;300;394;402799;11:30:03.260857
0.61;299;394;402842;11:30:03.303281
0.6;299;394;402884;11:30:03.345837
0.59;300;394;402916;11:30:03.377596
0.58;300;395;402953;11:30:03.414943
