ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;307;398;89352;11:24:49.806589
0.51;307;398;92196;11:24:52.650191
0.55;307;399;92244;11:24:52.697813
0.53;308;400;92300;11:24:52.754085
0.55;308;401;92373;11:24:52.826459
0.54;308;401;92439;11:24:52.893376
0.54;309;401;92497;11:24:52.950585
0.54;309;401;92553;11:24:53.007421
0.49;312;404;92604;11:24:53.059343
0.5;312;405;92653;11:24:53.107411
0.52;312;405;92700;11:24:53.154542
0.48;313;404;92738;11:24:53.192566
0.48;313;404;92779;11:24:53.232839
0.53;310;402;92817;11:24:53.271523
0.58;307;399;92858;11:24:53.312332
0.58;306;398;92889;11:24:53.343133
0.57;306;398;92921;11:24:53.375140
0.59;305;398;92955;11:24:53.409186
0.58;305;398;92989;11:24:53.443093
0.58;305;398;93021;11:24:53.475217
0.58;305;398;93056;11:24:53.510235
0.58;305;397;93103;11:24:53.557238
0.61;304;397;93140;11:24:53.594308
0.58;305;397;93189;11:24:53.643485
0.59;304;397;93227;11:24:53.681235
0.58;304;397;93262;11:24:53.716188
0.58;304;396;93298;11:24:53.752706
0.58;304;396;93337;11:24:53.791381
