ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.56;301;396;413928;11:30:14.389947
0.57;300;395;416741;11:30:17.203081
0.58;300;395;416805;11:30:17.266685
0.55;300;395;416864;11:30:17.325866
0.56;300;395;416910;11:30:17.371565
0.55;301;395;416952;11:30:17.413679
0.56;300;395;416989;11:30:17.451635
0.55;301;395;417021;11:30:17.482553
0.6;299;394;417056;11:30:17.518500
0.58;299;394;417095;11:30:17.556919
0.58;299;393;417153;11:30:17.614548
0.59;299;394;417202;11:30:17.664526
