ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;395;487558;11:31:28.020979
0.5;306;400;489502;11:31:29.965326
0.54;302;396;489554;11:31:30.017199
0.55;302;397;489603;11:31:30.066153
0.54;302;397;489653;11:31:30.116224
0.55;302;397;489690;11:31:30.153026
0.54;302;397;489730;11:31:30.192556
0.56;302;397;489795;11:31:30.258137
0.53;304;399;489847;11:31:30.309861
0.5;305;400;489914;11:31:30.377193
0.53;304;400;489971;11:31:30.433291
0.51;305;400;490033;11:31:30.495978
