ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;305;396;79623;11:24:40.076943
0.56;304;394;79663;11:24:40.117558
0.56;304;394;79689;11:24:40.143442
0.54;304;394;79742;11:24:40.196244
0.54;304;395;79790;11:24:40.244298
0.53;304;395;79819;11:24:40.272985
0.53;304;394;79851;11:24:40.305124
0.52;304;394;79884;11:24:40.338123
0.53;304;394;79924;11:24:40.377917
0.54;304;394;79961;11:24:40.415066
0.53;304;394;80000;11:24:40.454018
0.57;302;392;80038;11:24:40.492303
0.56;302;392;80074;11:24:40.528155
0.57;302;393;80103;11:24:40.556913
0.57;302;392;80140;11:24:40.593405
0.56;302;393;80169;11:24:40.623376
0.56;302;392;80203;11:24:40.656790
0.56;302;392;80235;11:24:40.688682
0.57;302;392;80270;11:24:40.723963
0.57;302;393;80308;11:24:40.762250
0.56;302;392;80336;11:24:40.790175
0.55;303;393;80369;11:24:40.822863
0.54;304;395;80409;11:24:40.862778
0.47;308;400;80437;11:24:40.891115
0.44;310;401;80469;11:24:40.922780
0.44;310;401;80511;11:24:40.965236
0.44;310;401;80542;11:24:40.996253
0.47;310;401;80575;11:24:41.028658
0.46;310;402;80610;11:24:41.063558
0.44;311;402;80642;11:24:41.095473
0.44;311;402;80674;11:24:41.128775
0.46;311;402;80708;11:24:41.162179
0.49;310;400;80744;11:24:41.198004
0.47;311;400;80772;11:24:41.226689
0.49;311;401;80810;11:24:41.264121
0.49;311;400;80842;11:24:41.295444
0.49;311;400;80877;11:24:41.330984
0.49;311;400;80906;11:24:41.359966
0.49;311;401;80944;11:24:41.398948
0.51;311;401;80980;11:24:41.434398
0.5;311;401;81012;11:24:41.465771
0.5;311;401;81045;11:24:41.498887
0.5;311;401;81099;11:24:41.553234
0.49;311;401;81169;11:24:41.622971
0.5;310;400;81228;11:24:41.682087
0.49;310;400;81295;11:24:41.748931
0.49;309;399;81350;11:24:41.803710
0.46;310;399;81418;11:24:41.871705
0.47;310;399;81473;11:24:41.927183
0.46;310;398;81539;11:24:41.993201
0.49;309;399;81594;11:24:42.048795
0.46;309;398;81650;11:24:42.104523
0.49;309;398;81704;11:24:42.158081
0.46;310;399;81765;11:24:42.219613
0.47;309;400;81816;11:24:42.269606
