ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;310;403;263670;11:27:44.128622
0.57;305;400;267124;11:27:47.583278
0.56;305;399;267178;11:27:47.636679
0.56;305;399;267263;11:27:47.722242
0.58;304;398;267335;11:27:47.793933
0.57;304;398;267400;11:27:47.859506
0.58;303;397;267457;11:27:47.916370
0.58;303;397;267507;11:27:47.965546
0.58;303;397;267559;11:27:48.016837
0.54;306;400;267613;11:27:48.071414
0.5;309;403;267667;11:27:48.125320
0.47;310;403;267718;11:27:48.176982
0.49;309;403;267769;11:27:48.227184
0.48;310;403;267823;11:27:48.282059
0.49;309;403;267873;11:27:48.331035
0.52;308;401;267920;11:27:48.378145
0.53;307;401;267969;11:27:48.427227
0.52;307;401;268021;11:27:48.479774
