ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;308;402;248869;11:27:29.326990
0.55;305;399;251495;11:27:31.953040
0.57;305;400;251525;11:27:31.982927
0.55;305;399;251559;11:27:32.017053
0.55;305;399;251598;11:27:32.055549
0.54;306;399;251633;11:27:32.091163
0.54;305;400;251658;11:27:32.116095
0.55;305;399;251695;11:27:32.153070
0.57;305;400;251731;11:27:32.189558
0.57;304;398;251761;11:27:32.219274
0.59;303;397;251794;11:27:32.252647
0.6;303;397;251833;11:27:32.291648
0.59;303;397;251861;11:27:32.319169
0.59;303;397;251898;11:27:32.355943
0.59;303;397;251929;11:27:32.386894
0.59;303;397;251958;11:27:32.416941
0.59;303;397;252000;11:27:32.458914
0.54;307;400;252028;11:27:32.486081
0.49;309;402;252068;11:27:32.527095
0.49;309;402;252097;11:27:32.554855
0.49;309;402;252134;11:27:32.592200
0.49;309;402;252164;11:27:32.622018
0.49;309;402;252197;11:27:32.654587
0.49;309;403;252236;11:27:32.694225
0.49;309;402;252262;11:27:32.720281
