ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;305;399;385863;11:29:46.324181
0.53;303;397;388495;11:29:48.956483
0.56;302;397;388554;11:29:49.014767
0.56;302;397;388608;11:29:49.069574
0.55;302;397;388662;11:29:49.123163
0.55;302;397;388715;11:29:49.176384
0.55;302;397;388766;11:29:49.227599
0.56;302;397;388797;11:29:49.257460
0.52;305;400;388829;11:29:49.290488
0.52;305;400;388864;11:29:49.325450
0.52;305;400;388900;11:29:49.361412
0.49;306;400;388944;11:29:49.405932
0.52;305;400;388981;11:29:49.442661
0.51;305;400;389017;11:29:49.478701
0.51;305;400;389064;11:29:49.525217
0.52;305;399;389098;11:29:49.559638
0.52;305;399;389137;11:29:49.597772
0.52;305;399;389175;11:29:49.636504
