ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;307;401;268100;11:27:48.558555
0.54;305;397;270366;11:27:50.824686
0.57;305;398;270420;11:27:50.877763
0.56;306;399;270472;11:27:50.930904
0.58;305;399;270526;11:27:50.984052
0.57;304;399;270596;11:27:51.054703
0.55;305;399;270650;11:27:51.108677
0.53;307;401;270725;11:27:51.182942
0.48;309;402;270788;11:27:51.246612
0.54;307;401;270841;11:27:51.299658
0.55;305;398;270902;11:27:51.360677
0.57;304;398;270958;11:27:51.416559
0.54;305;398;271019;11:27:51.477655
0.54;307;401;271070;11:27:51.529030
0.52;308;402;271120;11:27:51.578622
0.52;308;402;271168;11:27:51.626513
0.52;308;401;271218;11:27:51.676238
0.52;308;402;271267;11:27:51.726270
