ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;296;392;584860;11:33:05.324684
0.55;299;395;588235;11:33:08.700147
0.54;299;394;588270;11:33:08.734592
0.53;299;394;588308;11:33:08.772725
0.54;299;394;588347;11:33:08.811553
0.54;299;394;588383;11:33:08.848514
0.55;299;394;588428;11:33:08.891825
0.54;299;394;588463;11:33:08.927446
0.54;299;394;588498;11:33:08.962827
0.56;299;394;588534;11:33:08.998497
0.55;299;394;588570;11:33:09.034875
0.54;299;394;588603;11:33:09.067918
0.55;299;394;588636;11:33:09.100730
0.56;299;394;588672;11:33:09.136594
0.55;299;394;588708;11:33:09.172551
0.54;299;394;588746;11:33:09.210669
0.54;299;394;588781;11:33:09.245714
0.54;300;395;588817;11:33:09.282156
0.53;300;395;588855;11:33:09.319180
0.53;300;395;588894;11:33:09.359545
0.53;300;395;588930;11:33:09.394658
0.54;300;395;588963;11:33:09.428664
0.54;300;395;588998;11:33:09.463332
0.54;300;395;589032;11:33:09.496191
0.52;301;395;589071;11:33:09.536340
0.53;301;397;589111;11:33:09.575968
0.52;301;396;589152;11:33:09.616458
0.5;302;397;589194;11:33:09.658502
