ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;304;397;93384;11:24:53.838371
0.53;308;399;95924;11:24:56.378605
0.54;307;399;95975;11:24:56.429497
0.55;307;399;96044;11:24:56.498787
0.54;307;399;96133;11:24:56.587415
0.58;304;397;96192;11:24:56.647176
0.55;305;397;96242;11:24:56.696627
0.57;304;396;96289;11:24:56.743441
0.58;304;396;96336;11:24:56.789776
0.58;304;396;96386;11:24:56.840530
0.59;303;396;96437;11:24:56.891195
0.58;303;395;96471;11:24:56.925183
0.58;303;395;96507;11:24:56.961640
0.58;303;396;96541;11:24:56.995627
0.5;308;400;96572;11:24:57.026348
0.53;307;400;96612;11:24:57.066463
0.49;309;401;96639;11:24:57.093483
0.49;309;401;96685;11:24:57.139592
0.48;309;402;96718;11:24:57.172530
0.48;309;401;96748;11:24:57.202684
0.49;309;401;96787;11:24:57.241497
0.49;309;402;96827;11:24:57.281437
0.48;309;402;96860;11:24:57.314822
