ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;307;400;120063;11:25:20.518599
0.54;310;402;122130;11:25:22.585420
0.52;310;401;122185;11:25:22.639874
0.55;309;402;122238;11:25:22.693286
0.55;309;402;122299;11:25:22.754810
0.53;310;402;122355;11:25:22.809962
0.49;313;405;122433;11:25:22.888244
0.49;313;405;122493;11:25:22.947944
0.48;313;405;122559;11:25:23.014162
0.54;308;400;122608;11:25:23.062542
0.57;307;400;122668;11:25:23.123055
0.58;307;400;122735;11:25:23.190682
0.57;307;400;122801;11:25:23.256373
0.58;307;400;122874;11:25:23.328666
0.57;307;399;122948;11:25:23.403016
