ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;299;395;606600;11:33:27.065675
0.54;300;396;608794;11:33:29.258791
0.54;301;396;608821;11:33:29.286554
0.52;301;396;608854;11:33:29.318899
0.55;300;395;608894;11:33:29.359775
0.55;300;396;608930;11:33:29.395698
0.55;300;395;608965;11:33:29.430763
0.55;300;396;608997;11:33:29.461874
0.55;300;396;609027;11:33:29.492204
0.56;300;396;609067;11:33:29.532617
0.55;300;396;609097;11:33:29.562749
0.53;302;397;609129;11:33:29.594272
0.5;303;398;609172;11:33:29.636590
0.51;303;399;609204;11:33:29.669077
0.52;303;398;609239;11:33:29.703925
0.51;303;398;609273;11:33:29.738471
