ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;307;400;152200;11:25:52.656033
0.54;310;403;154738;11:25:55.194379
0.53;310;403;154788;11:25:55.243546
0.53;310;402;154845;11:25:55.300481
0.51;310;403;154902;11:25:55.358316
0.54;309;402;154955;11:25:55.411427
0.53;310;402;155009;11:25:55.464339
0.52;310;402;155065;11:25:55.521036
0.51;312;405;155132;11:25:55.587846
0.49;312;405;155187;11:25:55.642867
0.5;312;405;155243;11:25:55.698731
0.49;312;405;155294;11:25:55.750489
0.58;306;400;155352;11:25:55.807898
0.58;306;399;155421;11:25:55.877330
0.59;306;399;155518;11:25:55.974105
0.57;306;399;155571;11:25:56.026861
0.58;306;399;155621;11:25:56.077539
0.52;311;403;155684;11:25:56.139657
0.49;312;405;155748;11:25:56.204300
0.49;312;405;155853;11:25:56.308516
0.58;307;400;155931;11:25:56.387117
