ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;305;399;224122;11:27:04.579604
0.53;308;401;226968;11:27:07.425485
0.55;307;401;226999;11:27:07.456213
0.55;307;401;227034;11:27:07.491632
0.54;307;401;227070;11:27:07.527635
0.55;307;401;227102;11:27:07.559713
0.56;306;400;227135;11:27:07.593152
0.55;307;401;227173;11:27:07.630305
0.55;307;401;227214;11:27:07.672365
0.55;307;401;227248;11:27:07.706286
0.55;307;401;227287;11:27:07.744642
0.55;306;400;227319;11:27:07.776195
0.56;306;399;227355;11:27:07.813218
0.55;306;400;227385;11:27:07.843247
0.49;311;405;227424;11:27:07.882282
0.51;311;405;227483;11:27:07.940413
0.51;311;405;227515;11:27:07.972918
0.49;311;405;227546;11:27:08.003580
0.5;311;404;227585;11:27:08.042404
0.49;311;404;227622;11:27:08.079671
0.48;311;405;227663;11:27:08.120042
0.48;311;404;227701;11:27:08.158748
