ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;395;411281;11:30:11.743034
0.54;302;397;413246;11:30:13.707326
0.56;302;396;413278;11:30:13.739730
0.56;302;397;413311;11:30:13.772552
0.54;302;397;413347;11:30:13.808406
0.56;302;396;413388;11:30:13.849593
0.57;301;396;413411;11:30:13.872563
0.56;301;396;413500;11:30:13.961368
0.56;301;395;413555;11:30:14.016769
0.56;300;394;413595;11:30:14.056626
0.58;299;394;413621;11:30:14.082367
0.58;299;394;413659;11:30:14.120662
0.56;300;394;413686;11:30:14.148330
0.56;300;394;413721;11:30:14.183542
0.56;300;394;413761;11:30:14.222700
0.56;300;394;413792;11:30:14.253585
0.58;299;394;413822;11:30:14.284251
0.55;300;394;413856;11:30:14.317615
0.58;299;394;413892;11:30:14.353530
