ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;305;399;405560;11:30:06.021826
0.54;303;397;407929;11:30:08.390902
0.55;303;397;407961;11:30:08.422443
0.54;303;397;407997;11:30:08.459278
0.55;302;396;408035;11:30:08.496586
0.55;302;397;408070;11:30:08.531268
0.56;302;397;408103;11:30:08.564559
0.55;302;397;408134;11:30:08.595512
0.56;302;396;408171;11:30:08.632301
0.54;302;396;408206;11:30:08.667558
0.58;300;395;408240;11:30:08.701386
0.57;300;395;408289;11:30:08.750427
0.57;300;395;408327;11:30:08.788381
0.58;300;395;408362;11:30:08.823301
0.58;300;395;408399;11:30:08.860405
0.58;300;395;408432;11:30:08.893411
0.57;300;395;408464;11:30:08.925456
