ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.54;303;398;457849;11:30:58.311519
0.53;304;398;459971;11:31:00.433564
0.53;304;398;460006;11:31:00.469291
0.54;304;398;460044;11:31:00.506353
0.53;304;398;460080;11:31:00.542291
0.53;304;398;460117;11:31:00.579458
0.53;304;398;460144;11:31:00.606620
0.55;303;398;460185;11:31:00.647407
0.56;302;397;460218;11:31:00.680814
0.58;301;396;460248;11:31:00.711143
0.58;301;396;460280;11:31:00.743298
0.57;301;396;460336;11:31:00.798335
0.57;301;396;460361;11:31:00.824215
0.58;301;396;460399;11:31:00.861139
0.58;301;396;460428;11:31:00.890096
0.58;301;396;460467;11:31:00.929764
0.58;301;396;460502;11:31:00.964335
0.57;302;397;460527;11:31:00.990266
0.56;303;397;460570;11:31:01.032328
0.55;303;398;460595;11:31:01.057612
