ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.48;310;404;159827;11:26:00.282818
0.59;311;404;162650;11:26:03.106101
0.57;311;405;162681;11:26:03.137017
0.58;311;405;162717;11:26:03.172848
0.58;311;404;162748;11:26:03.203857
0.58;311;404;162780;11:26:03.236163
0.57;311;404;162816;11:26:03.271744
0.55;311;404;162856;11:26:03.313033
0.55;311;404;162898;11:26:03.354504
0.55;311;404;162933;11:26:03.389792
0.55;311;404;162968;11:26:03.423949
0.58;309;403;163002;11:26:03.458840
0.57;310;403;163034;11:26:03.490074
0.57;310;403;163070;11:26:03.526805
0.51;314;406;163107;11:26:03.563171
0.49;315;407;163136;11:26:03.591675
0.49;315;407;163172;11:26:03.627852
0.49;315;408;163204;11:26:03.659285
0.49;315;408;163243;11:26:03.699218
0.49;315;407;163278;11:26:03.734729
0.49;315;407;163319;11:26:03.775867
0.49;315;407;163362;11:26:03.817742
