ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;301;395;324871;11:28:45.331495
0.55;304;398;328373;11:28:48.833144
0.56;304;398;328416;11:28:48.875986
0.56;304;398;328451;11:28:48.911486
0.53;305;398;328486;11:28:48.946465
0.56;304;398;328520;11:28:48.979963
0.56;304;398;328555;11:28:49.014983
0.54;305;398;328589;11:28:49.049538
0.54;305;398;328621;11:28:49.081048
0.55;304;398;328652;11:28:49.112332
0.53;305;398;328686;11:28:49.146874
0.53;305;399;328719;11:28:49.178896
0.54;305;399;328753;11:28:49.213854
0.49;308;401;328784;11:28:49.244194
0.49;308;401;328818;11:28:49.278664
0.48;308;401;328851;11:28:49.311210
0.51;307;401;328884;11:28:49.344230
0.49;308;401;328971;11:28:49.431806
