ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.48;313;406;148923;11:25:49.378538
0.55;309;402;150973;11:25:51.428956
0.57;308;400;151021;11:25:51.476143
0.55;308;401;151067;11:25:51.523073
0.55;308;400;151104;11:25:51.559333
0.55;308;401;151139;11:25:51.594895
0.55;308;401;151170;11:25:51.625037
0.55;308;401;151203;11:25:51.658949
0.58;307;401;151245;11:25:51.701424
0.57;308;401;151329;11:25:51.784993
0.57;307;400;151394;11:25:51.849802
0.57;307;400;151448;11:25:51.903833
0.49;313;405;151500;11:25:51.956431
0.48;314;406;151574;11:25:52.029762
0.46;314;406;151625;11:25:52.081275
0.47;314;406;151699;11:25:52.154286
0.46;314;406;151790;11:25:52.246455
0.47;314;406;151843;11:25:52.298722
0.47;314;406;151921;11:25:52.376824
0.48;314;407;151978;11:25:52.434076
0.47;314;406;152029;11:25:52.485034
0.59;307;401;152086;11:25:52.541648
0.59;307;400;152138;11:25:52.594026
