ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;304;398;375040;11:29:35.501768
0.55;303;397;378030;11:29:38.491711
0.54;303;397;378079;11:29:38.539668
0.56;303;397;378128;11:29:38.589380
0.54;303;397;378181;11:29:38.642146
0.54;303;397;378231;11:29:38.692610
0.56;303;397;378289;11:29:38.750509
0.56;303;397;378344;11:29:38.805488
0.52;305;399;378394;11:29:38.855085
0.52;305;399;378444;11:29:38.905639
0.52;305;399;378501;11:29:38.961901
0.53;304;399;378569;11:29:39.030539
