ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;304;397;382435;11:29:42.896606
0.56;302;396;385026;11:29:45.487449
0.55;302;396;385072;11:29:45.532973
0.55;302;397;385111;11:29:45.572221
0.58;301;394;385155;11:29:45.616248
0.58;301;394;385193;11:29:45.653948
0.58;301;395;385225;11:29:45.686357
0.62;300;395;385261;11:29:45.722423
0.58;301;395;385296;11:29:45.757211
0.58;300;395;385330;11:29:45.791389
0.58;300;394;385365;11:29:45.826283
0.59;299;394;385405;11:29:45.866559
0.59;300;394;385444;11:29:45.905432
0.61;299;394;385490;11:29:45.951194
0.59;299;394;385533;11:29:45.994154
0.59;299;394;385566;11:29:46.027355
0.59;299;393;385603;11:29:46.064890
0.58;299;393;385640;11:29:46.101904
0.57;299;393;385674;11:29:46.134941
0.54;301;395;385708;11:29:46.169200
0.49;305;398;385742;11:29:46.203003
0.5;305;399;385775;11:29:46.236153
0.49;305;399;385813;11:29:46.274225
