ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.55;304;396;85973;11:24:46.427179
0.51;307;399;88275;11:24:48.729414
0.57;304;395;88336;11:24:48.790274
0.55;304;395;88390;11:24:48.843587
0.58;304;395;88439;11:24:48.893382
0.58;304;395;88493;11:24:48.947188
0.58;304;396;88549;11:24:49.003262
0.55;305;397;88605;11:24:49.059551
0.55;305;396;88654;11:24:49.109201
0.57;305;396;88707;11:24:49.161490
0.59;304;395;88763;11:24:49.217525
0.6;303;395;88813;11:24:49.267373
0.58;303;395;88870;11:24:49.323764
0.58;303;395;88929;11:24:49.383672
0.58;302;394;88991;11:24:49.445550
0.58;302;394;89051;11:24:49.505959
0.58;302;394;89097;11:24:49.551322
0.57;303;394;89140;11:24:49.594755
0.58;302;394;89173;11:24:49.627041
0.58;302;394;89206;11:24:49.661037
0.57;303;394;89241;11:24:49.694787
0.56;304;396;89273;11:24:49.727630
0.53;305;396;89309;11:24:49.763798
