ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;304;399;549843;11:32:30.307021
0.55;300;396;552368;11:32:32.832976
0.55;300;396;552402;11:32:32.866295
0.55;300;396;552434;11:32:32.898720
0.55;300;396;552467;11:32:32.931161
0.55;300;396;552504;11:32:32.968158
0.55;300;396;552542;11:32:33.005835
0.55;300;396;552580;11:32:33.043881
0.55;300;396;552618;11:32:33.082046
0.55;300;396;552654;11:32:33.118018
0.56;300;396;552697;11:32:33.161641
0.58;299;395;552732;11:32:33.196246
0.58;298;393;552766;11:32:33.230037
0.59;297;393;552801;11:32:33.264909
0.59;297;393;552833;11:32:33.296962
0.6;297;393;552869;11:32:33.332933
0.6;297;393;552901;11:32:33.365481
0.6;297;393;552930;11:32:33.394385
0.6;297;393;552959;11:32:33.422766
0.56;299;395;553004;11:32:33.468979
0.55;300;396;553042;11:32:33.506520
0.55;300;395;553080;11:32:33.544827
0.55;300;396;553119;11:32:33.582992
0.55;300;396;553158;11:32:33.621175
0.55;300;396;553197;11:32:33.661255
0.55;300;396;553234;11:32:33.697838
0.55;300;396;553269;11:32:33.733164
0.55;300;395;553307;11:32:33.770811
0.55;300;396;553341;11:32:33.805792
0.55;300;396;553370;11:32:33.834234
0.57;299;395;553413;11:32:33.876887
0.58;299;395;553438;11:32:33.902873
0.55;299;395;553482;11:32:33.946101
0.57;299;395;553506;11:32:33.970036
0.56;299;395;553550;11:32:34.014086
0.55;299;395;553574;11:32:34.038891
0.56;299;395;553615;11:32:34.078966
0.56;299;395;553640;11:32:34.104304
0.57;299;395;553684;11:32:34.148372
0.57;299;395;553707;11:32:34.171313
0.55;300;396;553740;11:32:34.204760
0.55;300;396;553781;11:32:34.244940
0.56;300;396;553813;11:32:34.276639
0.54;300;396;553843;11:32:34.307703
0.55;300;396;553883;11:32:34.347777
0.55;300;396;553909;11:32:34.373308
0.55;300;396;553953;11:32:34.417795
0.55;300;396;553978;11:32:34.442295
0.55;300;396;554016;11:32:34.479927
0.56;299;395;554047;11:32:34.510843
0.56;299;395;554079;11:32:34.543226
0.56;299;395;554120;11:32:34.584189
0.56;299;395;554154;11:32:34.618773
0.56;298;395;554182;11:32:34.645811
0.55;299;395;554213;11:32:34.677260
0.57;298;395;554254;11:32:34.718106
0.58;298;394;554280;11:32:34.743944
0.59;297;394;554313;11:32:34.777759
0.6;297;394;554347;11:32:34.811977
0.6;297;394;554381;11:32:34.844935
0.56;298;394;554422;11:32:34.885924
0.59;297;394;554454;11:32:34.917856
0.6;297;394;554486;11:32:34.949747
0.58;297;394;554516;11:32:34.979884
0.6;297;394;554556;11:32:35.019940
0.59;297;394;554591;11:32:35.055467
0.6;297;393;554618;11:32:35.083032
0.58;297;393;554654;11:32:35.117844
0.57;297;393;554689;11:32:35.153138
0.58;297;394;554717;11:32:35.181043
0.55;299;395;554756;11:32:35.220329
0.56;300;396;554788;11:32:35.251915
0.55;300;396;554820;11:32:35.283907
0.56;300;396;554855;11:32:35.319004
0.57;300;396;554891;11:32:35.355200
0.57;300;396;554923;11:32:35.386824
0.52;303;399;554952;11:32:35.415629
0.52;303;399;554998;11:32:35.461759
0.51;303;399;555028;11:32:35.492776
0.51;303;399;555063;11:32:35.526709
0.51;303;399;555093;11:32:35.557177
0.5;303;399;555133;11:32:35.596935
0.51;303;398;555164;11:32:35.628037
0.53;302;398;555195;11:32:35.659828
0.58;298;394;555231;11:32:35.694921
0.58;298;394;555259;11:32:35.723881
0.58;298;394;555300;11:32:35.764880
0.57;298;394;555337;11:32:35.800830
0.58;298;394;555363;11:32:35.826944
0.58;298;394;555402;11:32:35.866926
0.57;298;393;555428;11:32:35.892475
0.6;297;393;555469;11:32:35.933149
0.6;297;393;555496;11:32:35.959671
