ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.48;303;399;574096;11:32:54.560091
0.54;301;396;576748;11:32:57.212406
0.55;300;395;576783;11:32:57.247566
0.55;300;395;576819;11:32:57.283642
0.55;300;395;576850;11:32:57.315430
0.55;300;395;576888;11:32:57.352359
0.56;300;396;576930;11:32:57.394660
0.56;300;396;576966;11:32:57.431198
0.55;300;395;577004;11:32:57.468373
0.56;300;395;577031;11:32:57.495384
0.55;300;395;577064;11:32:57.528625
0.54;300;395;577096;11:32:57.560815
0.59;298;394;577135;11:32:57.598876
0.58;298;393;577169;11:32:57.633044
0.58;298;394;577209;11:32:57.673643
0.58;298;393;577249;11:32:57.713910
0.59;298;394;577286;11:32:57.750436
