ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;302;396;348665;11:29:09.125106
0.54;304;398;351589;11:29:12.049415
0.56;304;398;351632;11:29:12.092289
0.55;304;398;351667;11:29:12.127662
0.53;304;398;351702;11:29:12.163192
0.53;304;398;351732;11:29:12.193253
0.54;304;398;351765;11:29:12.225608
0.53;304;398;351806;11:29:12.266602
0.53;304;398;351834;11:29:12.294211
0.56;303;398;351876;11:29:12.336478
0.53;304;398;351902;11:29:12.362368
0.53;305;399;351934;11:29:12.395305
0.49;307;401;351974;11:29:12.435168
0.51;307;401;352006;11:29:12.466561
0.49;307;401;352035;11:29:12.495565
0.49;307;401;352075;11:29:12.535285
0.49;307;401;352101;11:29:12.562454
0.5;307;401;352143;11:29:12.603137
0.49;307;401;352170;11:29:12.630505
0.49;307;401;352214;11:29:12.674585
0.49;307;401;352239;11:29:12.698729
0.5;307;401;352273;11:29:12.733407
0.47;308;402;352317;11:29:12.777349
0.48;308;402;352348;11:29:12.809069
0.47;308;402;352380;11:29:12.840734
0.48;308;402;352410;11:29:12.870981
0.49;308;402;352454;11:29:12.914842
0.48;308;403;352480;11:29:12.940297
0.48;308;402;352516;11:29:12.976885
0.54;305;399;352558;11:29:13.018257
0.57;302;396;352581;11:29:13.041316
