ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.49;307;402;443603;11:30:44.066058
0.53;304;398;446127;11:30:46.588597
0.55;303;398;446172;11:30:46.633232
0.56;303;398;446209;11:30:46.671064
0.55;303;398;446250;11:30:46.712268
0.55;303;398;446287;11:30:46.749418
0.57;302;397;446318;11:30:46.780037
0.58;302;397;446350;11:30:46.812300
0.57;302;397;446380;11:30:46.842195
0.56;302;397;446414;11:30:46.876458
0.55;302;397;446447;11:30:46.909268
0.56;302;398;446480;11:30:46.942181
0.58;301;396;446513;11:30:46.974973
0.58;301;396;446548;11:30:47.010983
0.59;301;396;446581;11:30:47.043071
0.58;301;397;446631;11:30:47.093157
0.58;301;396;446694;11:30:47.156182
