ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.59;305;399;239331;11:27:19.789693
0.52;307;399;241298;11:27:21.755909
0.55;307;401;241365;11:27:21.822854
0.53;308;401;241418;11:27:21.875965
0.54;308;402;241473;11:27:21.931101
0.53;308;402;241526;11:27:21.983771
0.59;305;399;241593;11:27:22.050766
0.59;305;399;241643;11:27:22.100948
0.59;305;399;241693;11:27:22.150078
0.58;305;398;241744;11:27:22.202072
0.58;305;398;241796;11:27:22.254280
0.59;305;399;241845;11:27:22.302964
0.48;311;403;241896;11:27:22.354161
0.48;311;404;241953;11:27:22.410949
0.49;311;404;242017;11:27:22.474937
0.49;311;404;242082;11:27:22.539870
0.52;310;404;242151;11:27:22.608466
0.49;311;404;242201;11:27:22.659236
0.49;311;404;242250;11:27:22.707433
0.49;311;404;242286;11:27:22.743943
