ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.53;300;395;599770;11:33:20.234836
0.55;299;395;602010;11:33:22.474984
0.55;299;395;602050;11:33:22.515208
0.55;299;395;602077;11:33:22.542734
0.55;299;395;602111;11:33:22.575628
0.55;299;394;602153;11:33:22.617874
0.55;299;394;602181;11:33:22.646416
0.55;299;395;602222;11:33:22.686852
0.55;299;395;602251;11:33:22.715903
0.55;299;395;602285;11:33:22.749704
0.55;299;395;602319;11:33:22.784025
0.55;299;395;602350;11:33:22.815014
0.55;299;395;602385;11:33:22.850039
0.55;299;394;602418;11:33:22.882843
0.56;299;395;602456;11:33:22.921059
0.54;299;395;602480;11:33:22.944668
0.55;299;394;602520;11:33:22.985400
0.56;299;394;602547;11:33:23.011877
0.58;297;393;602588;11:33:23.052657
0.58;296;392;602613;11:33:23.078416
0.59;296;392;602655;11:33:23.119792
0.58;297;393;602681;11:33:23.146363
0.6;296;393;602715;11:33:23.179786
