ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.51;309;400;81887;11:24:42.341458
0.54;304;396;84117;11:24:44.571563
0.54;304;395;84169;11:24:44.623258
0.52;304;396;84217;11:24:44.671182
0.54;304;396;84252;11:24:44.706294
0.53;304;396;84287;11:24:44.741386
0.54;304;396;84319;11:24:44.773424
0.53;305;396;84352;11:24:44.806102
0.53;305;396;84387;11:24:44.841483
0.53;305;396;84421;11:24:44.875196
0.53;305;396;84453;11:24:44.907474
0.53;305;396;84488;11:24:44.942155
0.54;304;395;84523;11:24:44.977217
0.54;304;395;84556;11:24:45.009985
0.55;304;395;84590;11:24:45.043970
0.54;304;395;84620;11:24:45.073931
0.54;304;395;84655;11:24:45.109001
0.56;304;395;84688;11:24:45.142253
0.56;304;395;84721;11:24:45.175234
0.55;304;396;84757;11:24:45.211143
0.57;304;396;84796;11:24:45.250413
0.56;304;396;84837;11:24:45.291478
0.57;304;396;84880;11:24:45.334015
0.55;305;394;84912;11:24:45.366100
0.58;304;394;84945;11:24:45.399851
0.58;304;394;84978;11:24:45.432411
0.58;304;396;85011;11:24:45.465110
0.57;304;396;85046;11:24:45.499871
0.55;304;396;85077;11:24:45.531279
0.57;304;395;85112;11:24:45.566096
0.57;304;396;85147;11:24:45.601082
0.57;303;395;85233;11:24:45.687157
0.58;303;395;85288;11:24:45.742259
0.58;303;395;85347;11:24:45.801396
0.58;303;394;85399;11:24:45.853084
0.55;304;395;85479;11:24:45.933327
0.57;304;395;85532;11:24:45.986292
0.58;304;395;85588;11:24:46.042563
0.58;304;395;85650;11:24:46.104002
0.55;304;395;85719;11:24:46.173179
0.57;304;395;85796;11:24:46.250153
0.57;304;396;85852;11:24:46.305927
0.58;304;395;85909;11:24:46.363176
