ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.57;307;400;155997;11:25:56.453589
0.54;309;402;158851;11:25:59.306372
0.54;309;402;158883;11:25:59.338484
0.55;309;402;158922;11:25:59.377999
0.55;310;403;158949;11:25:59.404834
0.55;310;404;158991;11:25:59.447741
0.57;310;403;159024;11:25:59.479934
0.55;310;403;159054;11:25:59.509855
0.54;310;403;159089;11:25:59.544689
0.54;310;403;159120;11:25:59.575629
0.55;310;403;159157;11:25:59.612817
0.54;310;403;159187;11:25:59.643342
0.57;308;402;159221;11:25:59.676998
0.59;307;401;159262;11:25:59.717915
0.59;307;401;159311;11:25:59.766385
0.55;311;405;159343;11:25:59.799115
0.53;312;405;159386;11:25:59.842588
0.48;314;407;159423;11:25:59.878353
0.49;313;406;159460;11:25:59.916489
0.48;313;406;159501;11:25:59.956511
0.51;312;406;159527;11:25:59.982825
0.53;311;406;159568;11:26:00.023886
0.51;311;406;159601;11:26:00.056768
0.52;311;406;159633;11:26:00.088695
0.53;311;406;159661;11:26:00.116657
0.51;311;406;159692;11:26:00.148059
0.5;310;405;159738;11:26:00.193725
0.49;311;404;159779;11:26:00.235014
