ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.48;313;405;197365;11:26:37.821362
0.54;308;401;200487;11:26:40.943664
0.55;308;401;200520;11:26:40.976578
0.55;308;401;200556;11:26:41.013015
0.55;308;401;200587;11:26:41.043745
0.54;309;402;200625;11:26:41.081786
0.53;310;402;200686;11:26:41.142553
0.55;309;402;200723;11:26:41.179664
0.55;309;402;200768;11:26:41.224754
0.51;310;402;200802;11:26:41.258728
0.52;310;402;200838;11:26:41.295100
0.53;310;402;200877;11:26:41.334382
0.55;308;401;200917;11:26:41.373870
0.57;307;400;200950;11:26:41.406768
0.58;307;400;200982;11:26:41.438997
0.57;307;400;201017;11:26:41.474750
0.58;307;400;201049;11:26:41.505765
0.57;307;400;201083;11:26:41.539736
0.55;307;400;201115;11:26:41.571705
0.57;307;400;201147;11:26:41.604668
0.54;309;401;201179;11:26:41.636582
0.48;313;405;201215;11:26:41.671958
0.49;313;406;201248;11:26:41.705361
0.46;313;406;201280;11:26:41.736938
0.48;313;406;201316;11:26:41.772843
0.48;313;405;201348;11:26:41.804891
0.48;313;406;201382;11:26:41.839254
0.48;313;405;201415;11:26:41.871625
0.53;310;403;201448;11:26:41.904894
0.59;306;400;201484;11:26:41.940883
0.59;306;399;201518;11:26:41.974798
0.58;306;399;201556;11:26:42.013379
0.58;306;399;201587;11:26:42.044298
0.59;306;399;201619;11:26:42.075754
0.61;305;399;201659;11:26:42.116666
