ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.52;305;400;480011;11:31:20.473295
0.54;302;397;482970;11:31:23.432788
0.55;302;397;483005;11:31:23.467755
0.56;302;397;483045;11:31:23.507732
0.55;302;397;483107;11:31:23.570210
0.55;302;397;483156;11:31:23.618912
0.55;302;397;483190;11:31:23.652686
0.57;301;396;483223;11:31:23.686669
0.58;300;395;483259;11:31:23.721637
0.58;300;395;483294;11:31:23.757070
0.57;300;395;483335;11:31:23.797714
0.58;300;395;483366;11:31:23.828676
