ratio;left_eye_coordinate;right_eye_coordinate;time;absolute_time
0.58;300;395;408508;11:30:08.970276
0.57;302;397;410722;11:30:11.183519
0.53;303;397;410758;11:30:11.219732
0.53;303;397;410793;11:30:11.255637
0.53;303;397;410829;11:30:11.291366
0.55;303;397;410865;11:30:11.326772
0.53;303;397;410902;11:30:11.364385
0.54;303;397;410927;11:30:11.389390
0.56;303;397;410964;11:30:11.426427
0.57;301;396;410995;11:30:11.456690
0.59;300;395;411038;11:30:11.499293
0.58;300;395;411073;11:30:11.534850
0.58;300;395;411109;11:30:11.570816
0.58;300;395;411139;11:30:11.600758
0.58;300;395;411179;11:30:11.640739
0.58;300;395;411209;11:30:11.670658
0.59;300;395;411242;11:30:11.703344
