trial;more_rewarded_color;stimulus_choice;blue_position;orange_position;left_img_name;right_img_name;location_choice;keyboard_input;orange_reward;blue_reward;outcome;start_reaction_time;end_reaction_time;start_absolute_time;end_absolute_time
101;orange;orange;2;1;blue_3;orange_7;right;l;1;0;euro;436705;437148;11:30:37.167398;11:30:37.609844
102;orange;blue;1;2;orange_9;blue_3;right;l;1;0;noeuro;439861;440818;11:30:40.323887;11:30:41.279958
103;orange;orange;1;2;orange_4;blue_4;left;a;1;0;euro;442991;443577;11:30:43.453485;11:30:44.038563
104;orange;blue;1;2;orange_4;blue_6;right;l;0;1;euro;446080;446726;11:30:46.542377;11:30:47.188988
105;orange;blue;2;1;blue_3;orange_1;left;a;1;0;noeuro;449519;450248;11:30:49.982044;11:30:50.710804
106;orange;orange;2;1;blue_7;orange_5;right;l;1;0;euro;453421;454057;11:30:53.883897;11:30:54.519065
107;orange;blue;1;2;orange_2;blue_1;right;l;0;1;euro;457099;457812;11:30:57.561395;11:30:58.274744
108;orange;blue;1;2;orange_1;blue_1;right;l;1;0;noeuro;459934;460621;11:31:00.396416;11:31:01.083781
109;orange;blue;2;1;blue_2;orange_4;left;a;1;0;noeuro;463094;463755;11:31:03.556245;11:31:04.217997
110;orange;blue;1;2;orange_2;blue_7;right;l;0;1;euro;466881;467511;11:31:07.343626;11:31:07.973959
111;orange;orange;2;1;blue_6;orange_3;right;l;1;0;euro;469826;470322;11:31:10.288762;11:31:10.784017
112;orange;blue;1;2;orange_3;blue_1;right;l;1;0;noeuro;472698;473360;11:31:13.161178;11:31:13.822729
113;orange;orange;1;2;orange_4;blue_8;left;a;1;0;euro;476417;477042;11:31:16.880109;11:31:17.505182
114;orange;orange;1;2;orange_2;blue_2;left;a;1;0;euro;479460;479991;11:31:19.922642;11:31:20.454275
115;orange;orange;1;2;orange_2;blue_8;left;a;0;1;noeuro;482932;483384;11:31:23.395437;11:31:23.846746
116;orange;blue;1;2;orange_6;blue_1;right;l;1;0;noeuro;486713;487526;11:31:27.175885;11:31:27.989583
117;orange;orange;1;2;orange_9;blue_7;left;a;0;1;noeuro;489452;490069;11:31:29.915472;11:31:30.531963
118;orange;orange;2;1;blue_3;orange_1;right;l;1;0;euro;492894;493461;11:31:33.356900;11:31:33.924428
119;orange;blue;1;2;orange_8;blue_4;right;l;1;0;noeuro;496921;497426;11:31:37.383993;11:31:37.888835
120;orange;orange;1;2;orange_6;blue_5;left;a;1;0;euro;500842;501468;11:31:41.305052;11:31:41.931325
121;orange;blue;2;1;blue_1;orange_2;left;a;1;0;noeuro;503920;504888;11:31:44.383048;11:31:45.351364
122;orange;orange;2;1;blue_5;orange_5;right;l;0;1;noeuro;507376;508025;11:31:47.839490;11:31:48.488431
123;orange;blue;2;1;blue_6;orange_7;left;a;1;0;noeuro;511270;511877;11:31:51.733449;11:31:52.340506
124;orange;blue;1;2;orange_5;blue_5;right;l;1;0;noeuro;515085;515677;11:31:55.549237;11:31:56.140869
125;orange;orange;2;1;blue_1;orange_2;right;l;0;1;noeuro;517822;518299;11:31:58.285344;11:31:58.762793
